Identifier	gene_name	GENE_NAME	type	biotypes	description	gc	Cluster
ENSMUSG00000043496	Tril	TRIL	protein_coding	protein_coding	TLR4_interactor_with_leucine-rich_repeats_[Source:MGI_Symbol;Acc:MGI:1914123]	0.5544	cyan
ENSMUSG00000036617	Etl4	ETL4	protein_coding	protein_coding	enhancer_trap_locus_4_[Source:MGI_Symbol;Acc:MGI:95454]	0.4981	cyan
ENSMUSG00000068270	Shroom4	SHROOM4	protein_coding	protein_coding	shroom_family_member_4_[Source:MGI_Symbol;Acc:MGI:2685570]	0.5129	red
ENSMUSG00000073988	Ttpa	TTPA	protein_coding	protein_coding	tocopherol_(alpha)_transfer_protein_[Source:MGI_Symbol;Acc:MGI:1354168]	0.415	red
ENSMUSG00000074676	Foxs1	FOXS1	protein_coding	protein_coding	forkhead_box_S1_[Source:MGI_Symbol;Acc:MGI:95546]	0.5919	red
ENSMUSG00000030428	Ttyh1	TTYH1	protein_coding	protein_coding	tweety_family_member_1_[Source:MGI_Symbol;Acc:MGI:1889007]	0.576	yellow
ENSMUSG00000064246	Chil1	CHIL1	protein_coding	protein_coding	chitinase-like_1_[Source:MGI_Symbol;Acc:MGI:1340899]	0.525	red
ENSMUSG00000028655	Mfsd2a	MFSD2A	protein_coding	protein_coding	major_facilitator_superfamily_domain_containing_2A_[Source:MGI_Symbol;Acc:MGI:1923824]	0.5648	red
ENSMUSG00000023367	Tmem176a	TMEM176A	protein_coding	protein_coding	transmembrane_protein_176A_[Source:MGI_Symbol;Acc:MGI:1913308]	0.5262	orange
ENSMUSG00000060703	Cd302	CD302	protein_coding	protein_coding	CD302_antigen_[Source:MGI_Symbol;Acc:MGI:1913455]	0.4496	blue
ENSMUSG00000056492	Adgrf5	ADGRF5	protein_coding	protein_coding	adhesion_G_protein-coupled_receptor_F5_[Source:MGI_Symbol;Acc:MGI:2182928]	0.4925	red
ENSMUSG00000024899	Papss2	PAPSS2	protein_coding	protein_coding	3'-phosphoadenosine_5'-phosphosulfate_synthase_2_[Source:MGI_Symbol;Acc:MGI:1330223]	0.4578	red
ENSMUSG00000020100	Slc29a3	SLC29A3	protein_coding	protein_coding	"solute_carrier_family_29_(nucleoside_transporters),_member_3_[Source:MGI_Symbol;Acc:MGI:1918529]"	0.5491	orange
ENSMUSG00000039323	Igfbp2	IGFBP2	protein_coding	protein_coding	insulin-like_growth_factor_binding_protein_2_[Source:MGI_Symbol;Acc:MGI:96437]	0.5882	green
ENSMUSG00000074793	Hspa12b	HSPA12B	protein_coding	protein_coding	heat_shock_protein_12B_[Source:MGI_Symbol;Acc:MGI:1919880]	0.5745	red
ENSMUSG00000015305	Sash1	SASH1	protein_coding	protein_coding	SAM_and_SH3_domain_containing_1_[Source:MGI_Symbol;Acc:MGI:1917347]	0.5248	yellow
ENSMUSG00000090164	BC035044	BC035044	protein_coding	protein_coding	cDNA_sequence_BC035044_[Source:MGI_Symbol;Acc:MGI:2448540]	0.4486	orange
ENSMUSG00000022658	Tagln3	TAGLN3	protein_coding	protein_coding	transgelin_3_[Source:MGI_Symbol;Acc:MGI:1926784]	0.5347	green
ENSMUSG00000028358	Zfp618	ZFP618	protein_coding	protein_coding	zinc_finger_protein_618_[Source:MGI_Symbol;Acc:MGI:1919950]	0.5548	green
ENSMUSG00000052572	Dlg2	DLG2	protein_coding	protein_coding	"discs,_large_homolog_2_(Drosophila)_[Source:MGI_Symbol;Acc:MGI:1344351]"	0.4467	yellow
ENSMUSG00000032936	Camkv	CAMKV	protein_coding	protein_coding	CaM_kinase-like_vesicle-associated_[Source:MGI_Symbol;Acc:MGI:2384296]	0.5702	green
ENSMUSG00000021876	Rnase4	RNASE4	protein_coding	protein_coding	"ribonuclease,_RNase_A_family_4_[Source:MGI_Symbol;Acc:MGI:1926217]"	0.4573	blue
ENSMUSG00000001768	Rin2	RIN2	protein_coding	protein_coding	Ras_and_Rab_interactor_2_[Source:MGI_Symbol;Acc:MGI:1921280]	0.5054	orange
ENSMUSG00000028488	Sh3gl2	SH3GL2	protein_coding	protein_coding	SH3-domain_GRB2-like_2_[Source:MGI_Symbol;Acc:MGI:700009]	0.4996	yellow
ENSMUSG00000029838	Ptn	PTN	protein_coding	protein_coding	pleiotrophin_[Source:MGI_Symbol;Acc:MGI:97804]	0.434	yellow
ENSMUSG00000078771	Evi2a	EVI2A	protein_coding	protein_coding	ecotropic_viral_integration_site_2a_[Source:MGI_Symbol;Acc:MGI:95458]	0.4443	orange
ENSMUSG00000015094	Npdc1	NPDC1	protein_coding	protein_coding	"neural_proliferation,_differentiation_and_control_1_[Source:MGI_Symbol;Acc:MGI:1099802]"	0.5926	yellow
ENSMUSG00000035805	Mlc1	MLC1	protein_coding	protein_coding	megalencephalic_leukoencephalopathy_with_subcortical_cysts_1_homolog_(human)_[Source:MGI_Symbol;Acc:MGI:2157910]	0.5196	green
ENSMUSG00000026586	Prrx1	PRRX1	protein_coding	protein_coding	paired_related_homeobox_1_[Source:MGI_Symbol;Acc:MGI:97712]	0.4398	red
ENSMUSG00000000805	Car4	CAR4	protein_coding	protein_coding	carbonic_anhydrase_4_[Source:MGI_Symbol;Acc:MGI:1096574]	0.5404	red
ENSMUSG00000048706	Lurap1l	LURAP1L	protein_coding	protein_coding	leucine_rich_adaptor_protein_1-like_[Source:MGI_Symbol;Acc:MGI:106510]	0.4459	red
ENSMUSG00000032436	Cmtm7	CMTM7	protein_coding	protein_coding	CKLF-like_MARVEL_transmembrane_domain_containing_7_[Source:MGI_Symbol;Acc:MGI:2447166]	0.5588	orange
ENSMUSG00000094634	Gm3468	GM3468	protein_coding	protein_coding	predicted_gene_3468_[Source:MGI_Symbol;Acc:MGI:3781644]	0.4199	orange
ENSMUSG00000040010	Slc7a5	SLC7A5	protein_coding	protein_coding	"solute_carrier_family_7_(cationic_amino_acid_transporter,_y+_system),_member_5_[Source:MGI_Symbol;Acc:MGI:1298205]"	0.5674	green
ENSMUSG00000074743	Thbd	THBD	protein_coding	protein_coding	thrombomodulin_[Source:MGI_Symbol;Acc:MGI:98736]	0.5136	red
ENSMUSG00000030413	Pglyrp1	PGLYRP1	protein_coding	protein_coding	peptidoglycan_recognition_protein_1_[Source:MGI_Symbol;Acc:MGI:1345092]	0.5494	red
ENSMUSG00000005917	Otx1	OTX1	protein_coding	protein_coding	orthodenticle_homeobox_1_[Source:MGI_Symbol;Acc:MGI:97450]	0.5765	red
ENSMUSG00000017344	Vtn	VTN	protein_coding	protein_coding	vitronectin_[Source:MGI_Symbol;Acc:MGI:98940]	0.5536	red
ENSMUSG00000018654	Ikzf1	IKZF1	protein_coding	protein_coding	IKAROS_family_zinc_finger_1_[Source:MGI_Symbol;Acc:MGI:1342540]	0.542	orange
ENSMUSG00000023992	Trem2	TREM2	protein_coding	protein_coding	triggering_receptor_expressed_on_myeloid_cells_2_[Source:MGI_Symbol;Acc:MGI:1913150]	0.562	orange
ENSMUSG00000036353	P2ry12	P2RY12	protein_coding	protein_coding	"purinergic_receptor_P2Y,_G-protein_coupled_12_[Source:MGI_Symbol;Acc:MGI:1918089]"	0.4056	blue
ENSMUSG00000026031	Cflar	CFLAR	protein_coding	protein_coding	CASP8_and_FADD-like_apoptosis_regulator_[Source:MGI_Symbol;Acc:MGI:1336166]	0.4838	orange
ENSMUSG00000027199	Gatm	GATM	protein_coding	protein_coding	glycine_amidinotransferase_(L-arginine:glycine_amidinotransferase)_[Source:MGI_Symbol;Acc:MGI:1914342]	0.4368	orange
ENSMUSG00000004892	Bcan	BCAN	protein_coding	protein_coding	brevican_[Source:MGI_Symbol;Acc:MGI:1096385]	0.6046	cyan
ENSMUSG00000030022	Adamts9	ADAMTS9	protein_coding	protein_coding	"a_disintegrin-like_and_metallopeptidase_(reprolysin_type)_with_thrombospondin_type_1_motif,_9_[Source:MGI_Symbol;Acc:MGI:1916320]"	0.4828	red
ENSMUSG00000110170	St6galnac2	ST6GALNAC2	protein_coding	protein_coding	"ST6_(alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide_alpha-2,6-sialyltransferase_2_[Source:MGI_Symbol;Acc:MGI:107553]"	0.5686	red
ENSMUSG00000024827	Gldc	GLDC	protein_coding	protein_coding	glycine_decarboxylase_[Source:MGI_Symbol;Acc:MGI:1341155]	0.5362	red
ENSMUSG00000026360	Rgs2	RGS2	protein_coding	protein_coding	regulator_of_G-protein_signaling_2_[Source:MGI_Symbol;Acc:MGI:1098271]	0.4489	blue
ENSMUSG00000022255	Mtdh	MTDH	protein_coding	protein_coding	metadherin_[Source:MGI_Symbol;Acc:MGI:1914404]	0.4308	orange
ENSMUSG00000022952	Runx1	RUNX1	protein_coding	protein_coding	runt_related_transcription_factor_1_[Source:MGI_Symbol;Acc:MGI:99852]	0.5145	orange
ENSMUSG00000037358	4930578C19Rik	4930578C19RIK	protein_coding	protein_coding	RIKEN_cDNA_4930578C19_gene_[Source:MGI_Symbol;Acc:MGI:1923155]	0.4859	red
ENSMUSG00000021294	Kif26a	KIF26A	protein_coding	protein_coding	kinesin_family_member_26A_[Source:MGI_Symbol;Acc:MGI:2447072]	0.6266	cyan
ENSMUSG00000062098	Btbd3	BTBD3	protein_coding	protein_coding	BTB_(POZ)_domain_containing_3_[Source:MGI_Symbol;Acc:MGI:2385155]	0.4611	yellow
ENSMUSG00000062380	Tubb3	TUBB3	protein_coding	protein_coding	"tubulin,_beta_3_class_III_[Source:MGI_Symbol;Acc:MGI:107813]"	0.5812	green
ENSMUSG00000031488	Rab11fip1	RAB11FIP1	protein_coding	protein_coding	RAB11_family_interacting_protein_1_(class_I)_[Source:MGI_Symbol;Acc:MGI:1923017]	0.5323	green
ENSMUSG00000028776	Tinagl1	TINAGL1	protein_coding	protein_coding	tubulointerstitial_nephritis_antigen-like_1_[Source:MGI_Symbol;Acc:MGI:2137617]	0.5873	red
ENSMUSG00000040732	Erg	ERG	protein_coding	protein_coding	ETS_transcription_factor_[Source:MGI_Symbol;Acc:MGI:95415]	0.5314	cyan
ENSMUSG00000075602	Ly6a	LY6A	protein_coding	protein_coding	"lymphocyte_antigen_6_complex,_locus_A_[Source:MGI_Symbol;Acc:MGI:107527]"	0.4916	green
ENSMUSG00000029919	Hpgds	HPGDS	protein_coding	protein_coding	hematopoietic_prostaglandin_D_synthase_[Source:MGI_Symbol;Acc:MGI:1859384]	0.426	blue
ENSMUSG00000040212	Emp3	EMP3	protein_coding	protein_coding	epithelial_membrane_protein_3_[Source:MGI_Symbol;Acc:MGI:1098729]	0.5739	orange
ENSMUSG00000054252	Fgfr3	FGFR3	protein_coding	protein_coding	fibroblast_growth_factor_receptor_3_[Source:MGI_Symbol;Acc:MGI:95524]	0.5846	red
ENSMUSG00000036862	Dchs1	DCHS1	protein_coding	protein_coding	dachsous_1_(Drosophila)_[Source:MGI_Symbol;Acc:MGI:2685011]	0.5773	green
ENSMUSG00000020009	Ifngr1	IFNGR1	protein_coding	protein_coding	interferon_gamma_receptor_1_[Source:MGI_Symbol;Acc:MGI:107655]	0.489	orange
ENSMUSG00000060791	Gmfg	GMFG	protein_coding	protein_coding	"glia_maturation_factor,_gamma_[Source:MGI_Symbol;Acc:MGI:1927135]"	0.5002	blue
ENSMUSG00000024501	Dpysl3	DPYSL3	protein_coding	protein_coding	dihydropyrimidinase-like_3_[Source:MGI_Symbol;Acc:MGI:1349762]	0.5222	yellow
ENSMUSG00000043333	Rhbdl2	RHBDL2	protein_coding	protein_coding	"rhomboid,_veinlet-like_2_(Drosophila)_[Source:MGI_Symbol;Acc:MGI:3608413]"	0.5005	red
ENSMUSG00000022591	Gm9747	GM9747	protein_coding	protein_coding	predicted_gene_9747_[Source:MGI_Symbol;Acc:MGI:3710571]	0.4157	cyan
ENSMUSG00000009418	Nav1	NAV1	protein_coding	protein_coding	neuron_navigator_1_[Source:MGI_Symbol;Acc:MGI:2183683]	0.5282	yellow
ENSMUSG00000044811	Cd300c2	CD300C2	protein_coding	protein_coding	CD300C_molecule_2_[Source:MGI_Symbol;Acc:MGI:2153249]	0.5051	blue
ENSMUSG00000015947	Fcgr1	FCGR1	protein_coding	protein_coding	"Fc_receptor,_IgG,_high_affinity_I_[Source:MGI_Symbol;Acc:MGI:95498]"	0.5222	orange
ENSMUSG00000027962	Vcam1	VCAM1	protein_coding	protein_coding	vascular_cell_adhesion_molecule_1_[Source:MGI_Symbol;Acc:MGI:98926]	0.4315	red
ENSMUSG00000030495	Slc7a10	SLC7A10	protein_coding	protein_coding	"solute_carrier_family_7_(cationic_amino_acid_transporter,_y+_system),_member_10_[Source:MGI_Symbol;Acc:MGI:1858261]"	0.5861	cyan
ENSMUSG00000059325	Hopx	HOPX	protein_coding	protein_coding	HOP_homeobox_[Source:MGI_Symbol;Acc:MGI:1916782]	0.4669	yellow
ENSMUSG00000030760	Acer3	ACER3	protein_coding	protein_coding	alkaline_ceramidase_3_[Source:MGI_Symbol;Acc:MGI:1913440]	0.4026	orange
ENSMUSG00000032327	Stra6	STRA6	protein_coding	protein_coding	stimulated_by_retinoic_acid_gene_6_[Source:MGI_Symbol;Acc:MGI:107742]	0.5693	green
ENSMUSG00000043556	Fbxl7	FBXL7	protein_coding	protein_coding	F-box_and_leucine-rich_repeat_protein_7_[Source:MGI_Symbol;Acc:MGI:3052506]	0.4934	green
ENSMUSG00000042256	Ptchd4	PTCHD4	protein_coding	protein_coding	patched_domain_containing_4_[Source:MGI_Symbol;Acc:MGI:1920485]	0.4274	green
ENSMUSG00000031626	Sorbs2	SORBS2	protein_coding	protein_coding	sorbin_and_SH3_domain_containing_2_[Source:MGI_Symbol;Acc:MGI:1924574]	0.4641	green
ENSMUSG00000021265	Slc25a29	SLC25A29	protein_coding	protein_coding	"solute_carrier_family_25_(mitochondrial_carrier,_palmitoylcarnitine_transporter),_member_29_[Source:MGI_Symbol;Acc:MGI:2444911]"	0.5879	red
ENSMUSG00000022754	Tmem45a	TMEM45A	protein_coding	protein_coding	transmembrane_protein_45a_[Source:MGI_Symbol;Acc:MGI:1913122]	0.444	red
ENSMUSG00000021665	Hexb	HEXB	protein_coding	protein_coding	hexosaminidase_B_[Source:MGI_Symbol;Acc:MGI:96074]	0.4968	orange
ENSMUSG00000002032	Tmem25	TMEM25	protein_coding	protein_coding	transmembrane_protein_25_[Source:MGI_Symbol;Acc:MGI:1918937]	0.5778	red
ENSMUSG00000031224	Magee2	MAGEE2	protein_coding	protein_coding	"melanoma_antigen,_family_E,_2_[Source:MGI_Symbol;Acc:MGI:2148316]"	0.478	cyan
ENSMUSG00000058396	Gpr182	GPR182	protein_coding	protein_coding	G_protein-coupled_receptor_182_[Source:MGI_Symbol;Acc:MGI:109545]	0.5273	green
ENSMUSG00000018648	Dusp14	DUSP14	protein_coding	protein_coding	dual_specificity_phosphatase_14_[Source:MGI_Symbol;Acc:MGI:1927168]	0.5325	red
ENSMUSG00000000562	Adora3	ADORA3	protein_coding	protein_coding	adenosine_A3_receptor_[Source:MGI_Symbol;Acc:MGI:104847]	0.4717	orange
ENSMUSG00000021508	Cxcl14	CXCL14	protein_coding	protein_coding	chemokine_(C-X-C_motif)_ligand_14_[Source:MGI_Symbol;Acc:MGI:1888514]	0.5455	green
ENSMUSG00000031165	Was	WAS	protein_coding	protein_coding	Wiskott-Aldrich_syndrome_[Source:MGI_Symbol;Acc:MGI:105059]	0.5462	orange
ENSMUSG00000034911	Ushbp1	USHBP1	protein_coding	protein_coding	USH1_protein_network_component_harmonin_binding_protein_1_[Source:MGI_Symbol;Acc:MGI:1922920]	0.5663	cyan
ENSMUSG00000031591	Asah1	ASAH1	protein_coding	protein_coding	N-acylsphingosine_amidohydrolase_1_[Source:MGI_Symbol;Acc:MGI:1277124]	0.4544	orange
ENSMUSG00000025270	Alas2	ALAS2	protein_coding	protein_coding	"aminolevulinic_acid_synthase_2,_erythroid_[Source:MGI_Symbol;Acc:MGI:87990]"	0.5063	red
ENSMUSG00000029309	Sparcl1	SPARCL1	protein_coding	protein_coding	SPARC-like_1_[Source:MGI_Symbol;Acc:MGI:108110]	0.4997	yellow
ENSMUSG00000022708	Zbtb20	ZBTB20	protein_coding	protein_coding	zinc_finger_and_BTB_domain_containing_20_[Source:MGI_Symbol;Acc:MGI:1929213]	0.4861	yellow
ENSMUSG00000030793	Pycard	PYCARD	protein_coding	protein_coding	PYD_and_CARD_domain_containing_[Source:MGI_Symbol;Acc:MGI:1931465]	0.4959	blue
ENSMUSG00000072774	Zfp951	ZFP951	protein_coding	protein_coding	zinc_finger_protein_951_[Source:MGI_Symbol;Acc:MGI:2441896]	0.4177	orange
ENSMUSG00000007207	Stx1a	STX1A	protein_coding	protein_coding	syntaxin_1A_(brain)_[Source:MGI_Symbol;Acc:MGI:109355]	0.5832	yellow
ENSMUSG00000032413	Rasa2	RASA2	protein_coding	protein_coding	RAS_p21_protein_activator_2_[Source:MGI_Symbol;Acc:MGI:2149960]	0.397	yellow
ENSMUSG00000030844	Rgs10	RGS10	protein_coding	protein_coding	regulator_of_G-protein_signalling_10_[Source:MGI_Symbol;Acc:MGI:1915115]	0.5208	blue
ENSMUSG00000042834	Nrep	NREP	protein_coding	protein_coding	neuronal_regeneration_related_protein_[Source:MGI_Symbol;Acc:MGI:99444]	0.4483	yellow
ENSMUSG00000028645	Slc2a1	SLC2A1	protein_coding	protein_coding	"solute_carrier_family_2_(facilitated_glucose_transporter),_member_1_[Source:MGI_Symbol;Acc:MGI:95755]"	0.5554	green
ENSMUSG00000046709	Mapk10	MAPK10	protein_coding	protein_coding	mitogen-activated_protein_kinase_10_[Source:MGI_Symbol;Acc:MGI:1346863]	0.459	yellow
ENSMUSG00000021071	Trim9	TRIM9	protein_coding	protein_coding	tripartite_motif-containing_9_[Source:MGI_Symbol;Acc:MGI:2137354]	0.515	cyan
ENSMUSG00000036570	Fxyd1	FXYD1	protein_coding	protein_coding	FXYD_domain-containing_ion_transport_regulator_1_[Source:MGI_Symbol;Acc:MGI:1889273]	0.5703	yellow
ENSMUSG00000002289	Angptl4	ANGPTL4	protein_coding	protein_coding	angiopoietin-like_4_[Source:MGI_Symbol;Acc:MGI:1888999]	0.5431	green
ENSMUSG00000034714	Ttyh2	TTYH2	protein_coding	protein_coding	tweety_family_member_2_[Source:MGI_Symbol;Acc:MGI:2157091]	0.5864	yellow
ENSMUSG00000044583	Tlr7	TLR7	protein_coding	protein_coding	toll-like_receptor_7_[Source:MGI_Symbol;Acc:MGI:2176882]	0.4156	blue
ENSMUSG00000024727	Trpm6	TRPM6	protein_coding	protein_coding	"transient_receptor_potential_cation_channel,_subfamily_M,_member_6_[Source:MGI_Symbol;Acc:MGI:2675603]"	0.4713	cyan
ENSMUSG00000025742	Prps2	PRPS2	protein_coding	protein_coding	phosphoribosyl_pyrophosphate_synthetase_2_[Source:MGI_Symbol;Acc:MGI:97776]	0.4695	orange
ENSMUSG00000022270	Retreg1	RETREG1	protein_coding	protein_coding	reticulophagy_regulator_1_[Source:MGI_Symbol;Acc:MGI:1913520]	0.448	orange
ENSMUSG00000017754	Pltp	PLTP	protein_coding	protein_coding	phospholipid_transfer_protein_[Source:MGI_Symbol;Acc:MGI:103151]	0.5767	yellow
ENSMUSG00000036887	C1qa	C1QA	protein_coding	protein_coding	"complement_component_1,_q_subcomponent,_alpha_polypeptide_[Source:MGI_Symbol;Acc:MGI:88223]"	0.5952	orange
ENSMUSG00000025931	Paqr8	PAQR8	protein_coding	protein_coding	progestin_and_adipoQ_receptor_family_member_VIII_[Source:MGI_Symbol;Acc:MGI:1921479]	0.5115	yellow
ENSMUSG00000017969	Ptgis	PTGIS	protein_coding	protein_coding	prostaglandin_I2_(prostacyclin)_synthase_[Source:MGI_Symbol;Acc:MGI:1097156]	0.5767	red
ENSMUSG00000090958	Lrrc32	LRRC32	protein_coding	protein_coding	leucine_rich_repeat_containing_32_[Source:MGI_Symbol;Acc:MGI:93882]	0.582	red
ENSMUSG00000023175	Bsg	BSG	protein_coding	protein_coding	basigin_[Source:MGI_Symbol;Acc:MGI:88208]	0.5569	yellow
ENSMUSG00000028108	Ecm1	ECM1	protein_coding	protein_coding	extracellular_matrix_protein_1_[Source:MGI_Symbol;Acc:MGI:103060]	0.5746	green
ENSMUSG00000000861	Bcl11a	BCL11A	protein_coding	protein_coding	B_cell_CLL/lymphoma_11A_(zinc_finger_protein)_[Source:MGI_Symbol;Acc:MGI:106190]	0.48	green
ENSMUSG00000040624	Plekhg1	PLEKHG1	protein_coding	protein_coding	"pleckstrin_homology_domain_containing,_family_G_(with_RhoGef_domain)_member_1_[Source:MGI_Symbol;Acc:MGI:2676551]"	0.482	red
ENSMUSG00000066975	Cryba4	CRYBA4	protein_coding	protein_coding	"crystallin,_beta_A4_[Source:MGI_Symbol;Acc:MGI:102716]"	0.5877	blue
ENSMUSG00000045954	Cavin2	CAVIN2	protein_coding	protein_coding	caveolae_associated_2_[Source:MGI_Symbol;Acc:MGI:99513]	0.4435	red
ENSMUSG00000030220	Arhgdib	ARHGDIB	protein_coding	protein_coding	"Rho,_GDP_dissociation_inhibitor_(GDI)_beta_[Source:MGI_Symbol;Acc:MGI:101940]"	0.5015	orange
ENSMUSG00000107502	Gm44065	GM44065	protein_coding	TEC	"predicted_gene,_44065_[Source:MGI_Symbol;Acc:MGI:5690457]"	0.4633	green
ENSMUSG00000026827	Gpd2	GPD2	protein_coding	protein_coding	"glycerol_phosphate_dehydrogenase_2,_mitochondrial_[Source:MGI_Symbol;Acc:MGI:99778]"	0.4882	yellow
ENSMUSG00000032238	Rora	RORA	protein_coding	protein_coding	RAR-related_orphan_receptor_alpha_[Source:MGI_Symbol;Acc:MGI:104661]	0.4972	green
ENSMUSG00000030790	Adm	ADM	protein_coding	protein_coding	adrenomedullin_[Source:MGI_Symbol;Acc:MGI:108058]	0.5448	red
ENSMUSG00000044534	Ackr2	ACKR2	protein_coding	protein_coding	atypical_chemokine_receptor_2_[Source:MGI_Symbol;Acc:MGI:1891697]	0.5291	red
ENSMUSG00000040785	Ttc3	TTC3	protein_coding	protein_coding	tetratricopeptide_repeat_domain_3_[Source:MGI_Symbol;Acc:MGI:1276539]	0.4717	yellow
ENSMUSG00000034795	Ccdc122	CCDC122	protein_coding	protein_coding	coiled-coil_domain_containing_122_[Source:MGI_Symbol;Acc:MGI:1918358]	0.3858	orange
ENSMUSG00000095687	Rnaset2a	RNASET2A	protein_coding	protein_coding	ribonuclease_T2A_[Source:MGI_Symbol;Acc:MGI:1915445]	0.5679	orange
ENSMUSG00000008540	Mgst1	MGST1	protein_coding	protein_coding	microsomal_glutathione_S-transferase_1_[Source:MGI_Symbol;Acc:MGI:1913850]	0.4662	yellow
ENSMUSG00000057530	Ece1	ECE1	protein_coding	protein_coding	endothelin_converting_enzyme_1_[Source:MGI_Symbol;Acc:MGI:1101357]	0.5909	yellow
ENSMUSG00000108353	Gm45205	GM45205	protein_coding	TEC	predicted_gene_45205_[Source:MGI_Symbol;Acc:MGI:5753781]	0.4691	blue
ENSMUSG00000028005	Gucy1b3	GUCY1B3	protein_coding	protein_coding	"guanylate_cyclase_1,_soluble,_beta_3_[Source:MGI_Symbol;Acc:MGI:1860604]"	0.4342	green
ENSMUSG00000105813	Gm42928	GM42928	protein_coding	TEC	predicted_gene_42928_[Source:MGI_Symbol;Acc:MGI:5663065]	0.5729	red
ENSMUSG00000032503	Arpp21	ARPP21	protein_coding	protein_coding	"cyclic_AMP-regulated_phosphoprotein,_21_[Source:MGI_Symbol;Acc:MGI:107562]"	0.4779	yellow
ENSMUSG00000021423	Ly86	LY86	protein_coding	protein_coding	lymphocyte_antigen_86_[Source:MGI_Symbol;Acc:MGI:1321404]	0.4664	blue
ENSMUSG00000094840	Muc3a	MUC3A	protein_coding	protein_coding	"mucin_3A,_cell_surface_associated_[Source:MGI_Symbol;Acc:MGI:3588263]"	0.5226	green
ENSMUSG00000041548	Hspb8	HSPB8	protein_coding	protein_coding	heat_shock_protein_8_[Source:MGI_Symbol;Acc:MGI:2135756]	0.5218	cyan
ENSMUSG00000055541	Lair1	LAIR1	protein_coding	protein_coding	leukocyte-associated_Ig-like_receptor_1_[Source:MGI_Symbol;Acc:MGI:105492]	0.4658	orange
ENSMUSG00000041180	Hectd2	HECTD2	protein_coding	protein_coding	HECT_domain_E3_ubiquitin_protein_ligase_2_[Source:MGI_Symbol;Acc:MGI:2442663]	0.4147	cyan
ENSMUSG00000046805	Mpeg1	MPEG1	protein_coding	protein_coding	macrophage_expressed_gene_1_[Source:MGI_Symbol;Acc:MGI:1333743]	0.457	blue
ENSMUSG00000044229	Nxpe4	NXPE4	protein_coding	protein_coding	"neurexophilin_and_PC-esterase_domain_family,_member_4_[Source:MGI_Symbol;Acc:MGI:1924792]"	0.442	red
ENSMUSG00000046410	Kcnk6	KCNK6	protein_coding	protein_coding	"potassium_inwardly-rectifying_channel,_subfamily_K,_member_6_[Source:MGI_Symbol;Acc:MGI:1891291]"	0.5547	blue
ENSMUSG00000064330	Pde6h	PDE6H	protein_coding	protein_coding	"phosphodiesterase_6H,_cGMP-specific,_cone,_gamma_[Source:MGI_Symbol;Acc:MGI:1925850]"	0.5082	orange
ENSMUSG00000050397	Foxl2	FOXL2	protein_coding	protein_coding	forkhead_box_L2_[Source:MGI_Symbol;Acc:MGI:1349428]	0.6084	green
ENSMUSG00000027423	Snx5	SNX5	protein_coding	protein_coding	sorting_nexin_5_[Source:MGI_Symbol;Acc:MGI:1916428]	0.4491	orange
ENSMUSG00000030103	Bhlhe40	BHLHE40	protein_coding	protein_coding	"basic_helix-loop-helix_family,_member_e40_[Source:MGI_Symbol;Acc:MGI:1097714]"	0.5138	red
ENSMUSG00000056870	Gulp1	GULP1	protein_coding	protein_coding	"GULP,_engulfment_adaptor_PTB_domain_containing_1_[Source:MGI_Symbol;Acc:MGI:1920407]"	0.4067	cyan
ENSMUSG00000022114	Spry2	SPRY2	protein_coding	protein_coding	sprouty_homolog_2_(Drosophila)_[Source:MGI_Symbol;Acc:MGI:1345138]	0.4619	red
ENSMUSG00000039533	Mmd2	MMD2	protein_coding	protein_coding	monocyte_to_macrophage_differentiation-associated_2_[Source:MGI_Symbol;Acc:MGI:1922354]	0.5302	green
ENSMUSG00000006611	Hfe	HFE	protein_coding	protein_coding	hemochromatosis_[Source:MGI_Symbol;Acc:MGI:109191]	0.5116	orange
